slug,name,origin,rating,roaster,aroma,acid_or_milk,body,flavor,aftertaste,desc_1,desc_2,desc_3,label
https://www.coffeereview.com/review/ethiopia-dawencho-74110-natural-espresso/,Ethiopia Dawencho 74110 Natural Espresso,"Arbegona, Sidama Region, Ethiopia",94,Quartet Kaffe,9.0,9.0,9.0,9.0,8.0,"Evaluated as espresso. Sweetly tart, juicy, bright. Green apple, sandalwood, dark chocolate, almond brittle, pink grapefruit zest in aroma and small cup. Syrupy, viscous mouthfeel; crisply fruit-toned finish. Elegant and deep in three parts milk, with fruit, dark chocolate and aromatic wood in harmony.","Produced by smallholding farmers entirely of the 74110 variety of Arabica, and processed by the natural method (dried in the whole fruit). Quartet Kaffe is an artisan roastery in Taiwan founded in 2018, dedicated to pursuing coffee performance art and offering unique specialty coffee. Visit www.facebook.com/QuartetKaffe for more information.","This natural-processed, single-variety Ethiopia, roasted for espresso, offers a tart-leaning, juicy straight shot and a chocolaty and richly wood-framed cappuccino.Click here for more information about coffees from Ethiopia.","9.0,9.0,9.0,9.0,8.0"
https://www.coffeereview.com/review/kenya-nyeri-yerihar-aa-top-lot-21-01/,Kenya Nyeri Yerihar AA Top Lot 21/01,"Nyeri growing region, south-central Kenya",94,Atom Coffee Roasters,9.0,9.0,9.0,9.0,8.0,"Richly sweet, deeply savory. Lilac, black currant, lime zest, tamarind, cedar in aroma and cup. Balanced structure with lively acidity; plush, syrupy-smooth mouthfeel. The finish leads with lilac and black currant in the short; lime zest and cedar carry the long.","Despite grower discontent, unclear government coffee policy and urban encroachment on prime coffee lands, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world's most elegant and distinctive coffees. Atom Coffee is a specialty roaster based in Douliou City, Taiwan. For more information, visit https://m.facebook.com/atomcoffee2019/.","A juicy Kenya cup with deep fruit and florals, supported by a confident sweet-savory structure.Click here for more information about coffees from Kenya.","9.0,9.0,9.0,9.0,8.0"
https://www.coffeereview.com/review/colombia-wush-wush-dynamic-natural/,Colombia Wush Wush Dynamic Natural,"San Augustín, Huila Department, Colombia",95,SÖT Coffee Roaster,9.0,9.0,9.0,9.0,9.0,"Sweetly tart, high-toned. Black cherry, amber, lemon verbena, hint of wine barrel, cocoa nib in aroma and cup. Juicy-bright structure with vibrant acidity; velvety-smooth mouthfeel. Fruit-toned, sweetly and gently fermenty finish.","This exceptional coffee was selected as the No. 16 coffee on Coffee Review’s list of the Top 30 Coffees of 2022. Produced by Victor Fernando Girón of Finca La Foresta, entirely of the Ethiopian-derived Wush Wush variety of Arabica, and processed by a proprietary natural method that includes fermentation of the whole fruit with selected native yeasts in a temperature-controlled environment before drying. SÖT Coffee Roaster, based in Osaka, Japan, is a self-described Swedish-style roaster with an “aggressively light” roasting style. For more information, visit www.sotcoffee.com.","A multi-layered, deeply complex yeast-fermented Ethiopia Wush Wush cup with deep fruit, crisp cocoa, and a subtle sweet ferment redolent of wine barrel.","9.0,9.0,9.0,9.0,9.0"
https://www.coffeereview.com/review/rwanda-gatare/,Rwanda Gatare,"Nyamasheke District, Western Province, Rwanda",94,Nostalgia Coffee Roasters,9.0,9.0,9.0,9.0,8.0,"Very chocolaty, rich-toned. Dark chocolate, black cherry, amber, pink grapefruit zest, magnolia in aroma and cup. Crisply bright structure with vibrant acidity; velvety-smooth mouthfeel. The chocolaty finish is pleasingly complicated by notes of black cherry.","Produced by smallholding farmers surrounding the Gatare Washing Station entirely of the Red Bourbon variety of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Nostalgia Coffee Roasters is a woman-owned specialty coffee roaster founded by Taylor Fields in 2018 as a mobile café. Nostalgia is now focused on bringing exceptional coffee to folks around the world via its online store and wholesale program. Visit www.nostalgiacoffeeroasters.com for more information. ","A confident, complex Rwanda cup with rich fruit, deep chocolate, and spicy floral notes.","9.0,9.0,9.0,9.0,8.0"
https://www.coffeereview.com/review/guatemala-asprocdegua-women-producers/,Guatemala ASPROCDEGUA Women Producers,"Huehuetenango, Guatemala",93,Yellow Brick Coffee,9.0,8.0,9.0,9.0,8.0,"Crisply chocolaty, nut-toned. Baking chocolate, pink grapefruit zest, hazelnut brittle, thyme, agave syrup in aroma and cup. Bittersweet structure with brisk acidity; smooth, satiny mouthfeel. Quiet, nut-driven finish with hints of baking chocolate.","Produced by 664 smallholding women farmers of the ASPROCDEGUA Producer's Association, from trees of the Bourbon, Caturra, Catuai and Pache varieties of Arabica, and processed by the washed method. Founded in 2011, Yellow Brick Coffee is a specialty roaster and cafe in Tucson, Arizona. Visit www.yellowbrickcoffee.com for more information.","A balanced, inviting women-farmed Guatemala cup.","9.0,8.0,9.0,9.0,8.0"
https://www.coffeereview.com/review/kenya-kahunyo-aa/,Kenya Kahunyo AA,"Nyeri growing region, south-central Kenya",93,Coffee by Design,9.0,9.0,8.0,9.0,8.0,"Crisply sweet-savory. Date, magnolia, tamarind, cedar, brown sugar in aroma and cup. Richly bittersweet structure with lively acidity; crisp, velvety mouthfeel. Sweetly tart finish leads with tamarind notes, supported by suggestions of rich cedar.","Despite grower discontent, unclear government coffee policy and urban encroachment on prime coffee lands, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world's most elegant and distinctive coffees. Founded in 1994, Coffee By Design is a specialty coffee roaster in Portland, Maine that also operates three coffee shops in town, as well as one in Freeport. Visit www.coffeebydesign.com."," A savory, richly Kenya cup with appealing floral notes and a bright sweetness supported by deep aromatic wood impulses.","9.0,9.0,8.0,9.0,8.0"
https://www.coffeereview.com/review/honduras-comsa-oscar-omar-alonzo/,Honduras COMSA Oscar Omar Alonzo,"Marcala, Honduras",93,Coffee by Design,9.0,8.0,9.0,9.0,8.0,"A balanced honey-processed cup that leads with stone fruit and vanilla-like floral notes — sweet, tart, and especially aromatic.","Produced by Oscar Omar Alonzo of Finca Cual Bicicleta, entirely of the Catuai variety of Arabica, and processed by the honey method in which some of the fruit flesh is left on the coffee seed during the drying process. Founded in 1994, Coffee By Design is a specialty coffee roaster in Portland, Maine that also operates three coffee shops in town, as well as one in Freeport. Visit www.coffeebydesign.com.","Delicately sweet-tart, deeply aromatic. Baking chocolate, apricot, grapefruit zest, hazelnut butter, rhododendron in aroma and cup. Sweet-tart structure with brisk acidity; full, satiny mouthfeel. The nut-toned finish is lifted by rhododendron-like florals.","9.0,8.0,9.0,9.0,8.0"
https://www.coffeereview.com/review/rwanda-gasharu-natural/,Rwanda Gasharu Natural,"Nyamasheke District, Rwanda",92,Coffee by Design,8.0,8.0,9.0,9.0,8.0,"Delicately fruit-forward, crisply chocolaty. Date, baking chocolate, hazelnut, tangerine zest, cane sugar in aroma and cup. Sweet-toned structure with gentle, round acidity, plush, syrupy-smooth mouthfeel. Understated, balance, nut- and chocolate-toned finish. ","Produced by smallholding farmers surrounding the Gasharu Washing Station, entirely of the Bourbon variety of Arabica, and processed by the natural method (sun-dried in the whole fruit). Founded in 1994, Coffee By Design is a specialty coffee roaster in Portland, Maine that also operates three coffee shops in town, as well as one in Freeport. Visit www.coffeebydesign.com.","A friendly, easygoing Rwanda cup, cleanly natural processed, with deep fruit, floral, and nut tones.","8.0,8.0,9.0,9.0,8.0"
https://www.coffeereview.com/review/ethiopia-guji-shakiso-g1-honey/,Ethiopia Guji Shakiso G1 Honey,"Sidama growing region, southern Ethiopia",94,VERYTIME,9.0,9.0,9.0,9.0,8.0,"Fruit-toned, deeply floral. Raspberry, wisteria, honey, pink peppercorn, dark chocolate in aroma and cup. Sweetly tart structure with crisp, juicy acidity; full, satiny-smooth mouthfeel. The finish is driven by notes of raspberry and dark chocolate.","Produced by smallholding farmers, from local heirloom varieties of Arabica, and processed by the honey method, in which the skins are removed from the fruit but some fruit flesh is allowed to dry on the beans. VERYTIME is a specialty nano-roaster based in Taoyuan, Taiwan. Visit facebook.com/verytime7 for more information.","A fruit and flower medley, this honey-processed Ethiopia cup is berry-toned with a richly floral throughline and supporting notes of dark chocolate. ","9.0,9.0,9.0,9.0,8.0"
https://www.coffeereview.com/review/yemen-haraaz-red-mahal-aqeeq-ul-station-natural/,Yemen Haraaz Red Mahal Aqeeq ul Station Natural,"Sharqi, Haraaz, Yemen",97,PT's Coffee Roasting Co.,10.0,9.0,9.0,10.0,9.0,"Lyrically sweet, stunningly deep, engagingly complex. Dried black cherry, black sage, wild honey sandalwood, honeysuckle in aroma and cup. Juicy-bright structure with malic (green-apple-like) acidity; luscious, satiny mouthfeel. Integrated, multi-layered, flavor-saturated finish.","Produced by smallholding farmers, from the Tuffahi, Dawairi, Jaadi and other heirloom varieties of Arabica, in collaboration with Al-Ezzi Industries, and processed by the natural method (dried in the whole fruit). Roasted at PT’s Coffee, where the motto is “without the love, it’s just coffee.” Visit www.ptscoffee.com or call 888-678-JAVA for more information.","A gorgeous stunner of a classic Yemen cup: fruit-laden, floral and sweetly herbaceous — a heady coffee, both aromatically and on the palate.","10.0,9.0,9.0,10.0,9.0"
https://www.coffeereview.com/review/brazil-fazenda-samambaia-natural-fermentation-arara/,Brazil Fazenda Samambaia Natural Fermentation Arara,"Santo Antônio do Amparo, Minas Gerais State, Brazil",95,Kakalove Cafe,9.0,9.0,9.0,9.0,9.0,"Richly sweet, deeply savory. Fig, dark chocolate, magnolia, cashew butter, a hint of grappa barrel in aroma and cup. Sweet-toned structure with juicy acidity; full, syrupy-smooth mouthfeel. The finish centers around notes of dark chocolate and cashew butter with undertones of dried fig.","Produced by Henrique Dias Cambraia of Fazenda Samambaia entirely of the Arara variety of Arabica, and processed by an experimental method in which the coffee was fermented in the whole fruit in open barrels for four days using yeasts naturally occurring at the farm, then dried on raised beds. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information. ","A plush, sweet-toned, experimentally processed natural Brazil cup with a pleasing suggestion of grappa-like spirits.","9.0,9.0,9.0,9.0,9.0"
https://www.coffeereview.com/review/brazil-ipanema-premier-cru-gold-a49-cherry/,Brazil Ipanema Premier Cru Gold A49 Cherry,"Serra da Mantiqueira, Brazil",93,Euphora Coffee,9.0,8.0,9.0,9.0,8.0,"Crisply sweet, deep-toned. Banana, cream, hazelnut, freesia, golden raisin in aroma and cup. Bittersweet structure with brisk acidity; crisp, syrupy mouthfeel. Complex, resonant, flavor-saturated finish.","Produced at Fazenda Rio Verde, entirely of the Red Acaia variety of Arabica, and processed by an experimental method that involves anaerobic or oxygen-free fermentation of the whole fruit for 90 hours, followed by drying on raised beds. Euphora Coffee is a Taipei-based specialty coffee roaster with an active online community through which all sales are made. Visit www.euphoracoffeestudio.com for more information.","A friendly, crisply sweet, anaerobic natural Brazil cup with a particularly expansive, fruit-toned aroma.","9.0,8.0,9.0,9.0,8.0"
https://www.coffeereview.com/review/brazil-natural-veloso-estate/,Brazil Natural Veloso Estate,"Cerrado Mineiro, Brazil",93,Min Enjoy Cafe,8.0,9.0,9.0,9.0,8.0,"Soft, balanced, vibrant. Cocoa nib, tea rose, cream, bay leaf, dried apple in aroma and cup. Sweet structure with gentle acidity; buttery mouthfeel. The subtly nuanced finish leads with notes of cocoa nib and bay leaf with dried apple undertones.","Produced by the Veloso family at Fazenda Santa Cecilia entirely of the Yellow Catuaí variety of Arabica, and processed by the classic natural method (dried in the whole fruit). Min Cafe Enjoy is a Taipei-based nano-roaster. Visit www.facebook.com/minenjoycafe/photos/ for more information.","A quietly transcendent Brazil natural cup, harmonious and integrated.","8.0,9.0,9.0,9.0,8.0"
https://www.coffeereview.com/review/sitio-pedra-menina/,Sítio Pedra Menina,"Alto Caparaó, Minas Gerais State, Brazil",93,Mostra Coffee,8.0,9.0,9.0,9.0,8.0,"Gently tart, sweetly herbaceous. Jasmine, sassafras, tangerine, baking chocolate, agave syrup in aroma and cup. High-toned structure with sweetly bright acidity; silky, buoyant mouthfeel. The quiet finish consolidates to notes of tangerine and jasmine.","Produced by Weber Teixeira Lacerda entirely of the Red Catuaí variety of Arabica, and processed by the pulped natural (also called semi-washed or honey) method (skins are removed but the sticky fruit flesh is allowed to dry on the beans). Mostra Coffee is a women-, minority-, veteran-, and immigrant-owned micro-roaster based in north county San Diego. For more information, visit www.mostracoffee.com.","A vibrant, juicy, floral- and citrus-toned cup with complicating sweet herb undertones.","8.0,9.0,9.0,9.0,8.0"
https://www.coffeereview.com/review/brazil-sitio-ponte-fazenda-ponte/,Brazil Sítio Ponte Fazenda Ponte,"Chapada Diamantina region, Bahia State, Brazil",93,Peach Coffee Roasters,9.0,8.0,9.0,9.0,8.0,"Caramel apple, chrysanthemum, lemon verbena, cedar, almond butter in aroma and cup. Sweetly bright structure with delicately juicy acidity; gently buoyant mouthfeel. The roundly sweet finish leads with notes of caramel apple and chrysanthemum.","Produced by Rodolfo Moreno Costa Rodrigues of Fazenda Ponte entirely of the Red Catucai IAC 144 variety of Arabica, and processed by the natural method in the whole fruit with an added dry ferment step. Peach Coffee Roasters is an Atlanta, Georgia-based specialty roaster. Visit www.peachcoffeeroasters.com for more information.","A quietly confident Brazil cup redolent of caramel apple, framed in fragrant aromatic wood notes suggesting cedar.","9.0,8.0,9.0,9.0,8.0"
https://www.coffeereview.com/review/brazil-red-catuai-double-anaerobic/,Brazil Red Catuaí Double-Anaerobic,"Minas Gerais State, Brazil",93,Spix's Cafe,9.0,9.0,8.0,9.0,8.0,"Sweetly and deeply bright. Dried cherry, dark chocolate, magnolia, cedar, marjoram in aroma and cup. Sweetly savory structure with delicate, deep-toned acidity; silky-smooth mouthfeel. Simple, clean finish, chocolaty and sweet.","Comprised entirely of the Red Catuaí variety of Arabica and processed by the anaerobic natural method (fermentation of the whole fruit occurs in a hermetically sealed, oxygen-free vessel before the fruit is dried). Spix’s Cafe is a Taipei-based coffee roaster specializing exclusively in coffees from Brazil. Visit https://www.facebook.com/SpixsCafeEspecialTaiwan/ for more information.","A quietly confident anaerobic natural Brazil cup, chocolaty, deep, floral, fruit-toned.","9.0,9.0,8.0,9.0,8.0"
https://www.coffeereview.com/review/brazil-legender-sitio-taquara-natural/,Brazil Legender Sitio Taquara Natural,"Campestre, Minas Gerais State, Brazil",92,Willoughby's Coffee & Tea,8.0,9.0,9.0,8.0,8.0,"Hazelnut, vanilla, freesia, cocoa powder, plum in aroma and cup. Sweet-toned with balanced, backgrounded acidity; delicate, lively mouthfeel. Straightforward, richly nut-toned, crisply chocolaty finish.","Produced by Roberto Bernardes of Sitio Taquara entirely of the Yellow Catuaí variety of Arabica, and processed by the pulped natural method (the outer skin of the coffee fruit is removed as it is in the wet or “washed” method, but the sticky fruit residue is allowed to dry on the bean and later removed by machine along with the parchment skin). Willoughby’s Coffee & Tea is a pioneer specialty coffee roaster established in the early 1980s that has gracefully and successfully moved with the times and now offers a menu of extremely refined small-lot, single-origin coffees. Visit www.willoughbyscoffee.com or call 800-388-8400 for more information.","Classic Brazil: richly sweet, deeply nut-toned, chocolate-edged.","8.0,9.0,9.0,8.0,8.0"
https://www.coffeereview.com/review/brazil-mogiana-aparecid-farm/,Brazil Mogiana Aparecid Farm,"Mogiana growing region, Sao Paulo State, Brazil",93,CafeTaster,9.0,8.0,9.0,9.0,8.0,"Crisp, sweet, delicately cocoa-toned. Blood orange, cocoa, macadamia nut, honeysuckle, grape in aroma and cup. Deep and rather bittersweet in structure, with low-toned but vibrant acidity. Lightly syrupy, deeply satiny mouthfeel. Dries out a bit in the finish, but a cocoa-toned sweetness lasts.  ","Processed by the natural method, with the addition of a dry fermentation step at the onset of drying. Mogiana is the most traditional of all Brazil coffee growing regions. CafeTaster is a Taiwan-based specialty roaster and certified SCA training facility. For more information, visit www.facebook.com/cafetaster or email roaster Jerry Huang at [email protected]","Delicate cocoa, crisp orange, and a fine, satiny mouthfeel distinguish this quietly original Brazil.","9.0,8.0,9.0,9.0,8.0"
https://www.coffeereview.com/review/costa-rica-canet-musician-series-bach-raisin-honey/,Costa Rica Canet Musician Series Bach Raisin Honey,"Tarrazu, Costa Rica",94,Cafe Red Bean Shop,9.0,8.0,9.0,9.0,9.0,"Richly fruit-toned. Date, honey, hazelnut butter, magnolia, hint of whiskey barrel in aroma and cup. Sweet-toned structure with brisk acidity; full, buttery mouthfeel. Long, resonant, balanced finish centered around notes of date, magnolia and hazelnut. ","Produced by smallholding members of Asocafe Canet, entirely of the Caturra variety of Arabica, and processed by the honey method, in which the skins are removed from the fruit but some of the fruit flesh (mucilage) is allowed to dry on the beans. Cafe Red Bean Shop is a specialty coffee roaster based in Taipei, Taiwan. For more information, visit https://shopee.tw/caferedbean.","A deep-toned, fruit-driven honey-processed Costa Rica cup with an especially inviting aftertaste and a whisper of appealing whiskey barrel-like ferment.","9.0,8.0,9.0,9.0,9.0"
https://www.coffeereview.com/review/peru-amazonas-los-santos-geisha-natural/,Peru Amazonas Los Santos Geisha Natural,"Utcubamba Province, Amazonas region, northern Peru ",95,Cafe Red Bean Shop,9.0,9.0,9.0,10.0,8.0,"Richly aromatic, deeply floral toned. Star jasmine, cocoa nib, dragonfruit, lychee, sandalwood in aroma and cup. Richly sweet with delicately bright acidity; full, satiny-smooth mouthfeel. Crisply sweet finish consolidates to notes of cocoa nib and sandalwood with undertones of star jasmine. ","Comprised entirely of the Geisha variety of Arabica and processed by the natural method (dried in the whole fruit). Cafe Red Bean Shop is a specialty coffee roaster based in Taipei, Taiwan. For more information, visit https://shopee.tw/caferedbean.","A spice-toned, richly aromatic, floral-driven Peru Geisha cup that evokes a tropical garden — the cup’s flavor notes are especially balanced and exciting.","9.0,9.0,9.0,10.0,8.0"
https://www.coffeereview.com/review/ethiopia-odola-washed/,Ethiopia Odola Washed,"Uraga, Guji Zone, Oromia Region, Southern Ethiopia",95,Ramshead Coffee Roasters,9.0,9.0,9.0,10.0,8.0,"Gently fruit-forward, elegantly floral. Wild raspberry, cocoa nib, star jasmine, cashew butter, cedar in aroma and cup. Sweet-toned structure with delicately juicy acidity; very full, satiny mouthfeel. The finish consolidates to notes of cocoa-toned raspberry.","Produced by smallholding farmers surrounding the Odola TebeArowacho washing station, from local heirloom varieties of Arabica, and processed by the washed method. Imported by Catalyst Trade. RamsHead Coffee Roasters is a family-owned company founded by Bozeman, Montana natives Caleb and Laura Walker that specializes in direct trade microlot coffees. For more information, visit www.ramsheadcoffee.com.","A pretty, quietly confident washed Ethiopia cup that foregrounds notes of wild berries and spicy florals — elegant, exciting and inviting.","9.0,9.0,9.0,10.0,8.0"
https://www.coffeereview.com/review/minanga-village-sulawesi/,Minanga Village Sulawesi,"Toraja growing region, south-central Sulawesi, Indonesia",94,JBC Coffee Roasters,9.0,8.0,9.0,9.0,9.0,"Sweetly herbaceous, deeply aromatic, rich-toned. Dark chocolate, tangerine, fresh-cut thyme, dried plum, magnolia in aroma and cup. Sweet-savory structure with balanced, gently vibrant acidity; very smooth, syrupy mouthfeel. Especially long, flavor-saturated finish that carries over all the aroma and flavor notes from the cup.","Toarco (TOraja ARabica COffee) is a coffee project in the famous Sulawesi coffee growing region of Toraja developed and financed by Japan’s Key Coffee Company and its Indonesian partners. Toarco coffees are processed by variants of the orthodox wet or washed method, giving them a brighter and cleaner profile than Sulawesi coffees processed by the locally traditional wet-hulling method. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","A top-notch Sulawesi cup with a sweet-herb throughline, rich chocolate, crisp herb, and balanced fruit and floral notes, with a long, lingering finish.","9.0,8.0,9.0,9.0,9.0"
https://www.coffeereview.com/review/kau-tropical-punch-washed/,Ka‘ū Tropical Punch Washed,"Ka‘ū, Big Island of Hawai’i",94,Paradise Roasters,9.0,9.0,9.0,9.0,8.0,"Fruit-forward, high-toned. POG (pineapple, orange, guava), cocoa nib, freesia, cashew, lemon verbena in aroma and cup. Richly bittersweet structure with bright acidity; silky, very smooth mouthfeel. Crisp fruit-toned finish.","Produced by Miranda Farms and JN Farms, from the Red Catuai and Red Bourbon varieties of Arabica, and processed by the washed method with the addition of yeasts during the fermentation process. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","A playful, aptly named blend of washed-process coffees from two different Ka‘ū farms, fermented with several yeast strains and redolent of tropical fruit and cocoa nib. ","9.0,9.0,9.0,9.0,8.0"
https://www.coffeereview.com/review/kenya-peaberry-top-hill-farm-espresso/,Kenya Peaberry Top Hill Farm Espresso,"Nyeri growing region, south-central Kenya",95,GK Coffee,9.0,9.0,9.0,9.0,9.0,"Evaluated as espresso. Deep-toned, chocolaty and rich. Chocolate fudge, black cherry, gardenia, hop flowers, gently scorched cedar in aroma and small cup. Creamy, viscous mouthfeel; chocolaty, aromatic finish with rich cedar notes. Decadently dessert-like in cappuccino-scaled milk with notes of chocolate fudge, black cherry and gardenia, all enveloped in an appealing, very subtle smokiness.","Produced at Top Hill Farm, from trees of the SL28 and SL34 varieties of Arabica, and processed by the washed method. GK Coffee is a nano-roastery in Yilan, Taiwan that offers both retail and wholesale coffee. For more information, visit www.gkcoffee.com.tw or email [email protected]","A deftly roasted darker Kenya espresso with classic sweet (black cherry, chocolate fudge) and savory (hop flowers) notes — deep, rich and inviting.","9.0,9.0,9.0,9.0,9.0"
https://www.coffeereview.com/review/birambo-village-dr-congo-2/,Birambo Village DR Congo,"South Kivu Province, Democratic Republic of the Congo",93,JBC Coffee Roasters,9.0,8.0,9.0,9.0,8.0,"Crisp, balanced, very sweet. Aromatic orchid, apricot, almond, cocoa nib, lemon verbena in aroma and cup. Sweet-toned structure with brisk acidity; very syrupy mouthfeel. Nut- and cocoa-toned finish with undertones of apricot and lemon verbena.","Certified organic and fair trade. Produced by members of the SOPACDI Cooperative, from the Blue Mountain, Bourbon, Caturra, Catuaí, and Kabare 2 varieties of Arabica, and processed by the washed method. Located overlooking Lake Kivu, on the opposite side of the lake from Rwanda, this rapidly growing cooperative now has nearly 6,000 members and is succeeding in its goal to help heal wounds left by the latest in eastern Congo’s seemingly endless string of civil wars. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","A solid DR Congo cup with notes of stone fruit, florals, cocoa nib, nuts, and sweet herbs.","9.0,8.0,9.0,9.0,8.0"
https://www.coffeereview.com/review/kenya-kamgogo-small-lot-reserve/,Kenya Kamgogo Small Lot Reserve,"Nyeri County, Kenya",93,Dragonfly Coffee Roasters,9.0,9.0,8.0,9.0,8.0,"Richly sweet-savory, subtly complex. Bing cherry, cocoa nib, Meyer lemon zest, fresh-cut fir, Nutella in aroma and cup. Balanced, sweetly savory structure with juicy-bright acidity; crisp, velvety mouthfeel. The finish consolidates to notes of crisp citrus and sweet Nutella notes.","Produced by smallholding farmers surrounding the Karatina Coffee Factory from trees of the Ruiru 11, SL28 and Batian varieties of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Now based in Henderson, Nevada, Dragonfly Coffee was named 2019 Micro-Roaster of the Year by Roast magazine. Visit https://dragonflycoffeeroasters.com or call 303-579-2154 for more information. ","A balanced, appealing Kenya cup: deep-toned, richly savory, and thoroughly chocolaty.","9.0,9.0,8.0,9.0,8.0"
https://www.coffeereview.com/review/ethiopia-belayneh-bariso-natural/,Ethiopia Belayneh Bariso Natural,"Sidama growing region, southern Ethiopia",95,Ramshead Coffee Roasters,9.0,9.0,9.0,9.0,9.0,"Elegantly fruit-toned, juicy and bright. Lychee, cocoa nib, freesia, cedar, almond brittle in aroma and cup. Sweetly tart structure with high-toned acidity; plush, syrupy mouthfeel. Resonant, long, flavor-saturated finish.","Produced by Asnake Bekele of Belayneh Farms, from local heirloom varieties of Arabica, and processed by the natural method (dried in the whole fruit). Imported by Catalyst Trade. RamsHead Coffee Roasters is a family-owned company founded by Bozeman, Montana natives Caleb and Laura Walker that specializes in direct trade microlot coffees. For more information, visit www.ramsheadcoffee.com.","A classic natural-processed Sidama cup: balanced, fruit-focused, cocoa-toned and richly sweet.","9.0,9.0,9.0,9.0,9.0"
https://www.coffeereview.com/review/kuta-kofi-papua-new-guinea/,Kuta Kofi Papua New Guinea,"Upper Waghi Valley, Jiawaka Province, Papua New Guinea",93,JBC Coffee Roasters,9.0,8.0,9.0,9.0,8.0,"Crisply sweet, very inviting. Salted caramel, pear, grapefruit zest, fresh-cut oak, lily in aroma and cup. Sweet structure with gently bright acidity; very full, satiny mouthfeel. The finish centers around notes of caramel and grapefruit zest.","Produced by smallholding farmers, from trees of the Typica, Bourbon and Arusha varieties of Arabica, and processed by the washed method. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","An imminently welcoming PNG cup, classic in its profile, with leading notes of caramel and bittersweet citrus.","9.0,8.0,9.0,9.0,8.0"
https://www.coffeereview.com/review/rwanda-gatare-natural/,Rwanda Gatare Natural,"Western Province, Rwanda",93,Dragonfly Coffee Roasters,9.0,8.0,9.0,9.0,8.0,"Balanced, crisply fruit-toned. Black cherry, orange zest, almond, agave syrup, hint of lilac in aroma and cup. Sweet-toned structure with gentle acidity; full, syrupy mouthfeel. Delicately fruit-toned finish with undertones of almond.","Produced by smallholding farmers, entirely of the Red Bourbon variety of Arabica, and processed by the natural method (dried in the whole fruit). Now based in Henderson, Nevada, Dragonfly Coffee was named 2019 Micro-Roaster of the Year by Roast magazine. Visit https://dragonflycoffeeroasters.com or call 303-579-2154 for more information. ","A pretty natural-processed Rwanda cup, fruit-forward and nutty with floral undertones.","9.0,8.0,9.0,9.0,8.0"
https://www.coffeereview.com/review/rock-the-house-blend-2/,Rock the House Blend,"Africa, South America, Central America",93,JBC Coffee Roasters,9.0,8.0,9.0,9.0,8.0,"Chocolaty, crisply sweet. Bing cherry, baking chocolate, hazelnut, fresh-cut cedar, brown sugar in aroma and cup. Sweetly tart structure with brisk acidity; viscous, satiny mouthfeel. Chocolaty, nut-driven finish.","Certified Fair Trade and USDA Organic. A blend of coffees from Africa, South America and Central America. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information."," A solid house blend from Madison’s JBC Coffee Roasters — balanced, affordable, pleasingly familiar.","9.0,8.0,9.0,9.0,8.0"
https://www.coffeereview.com/review/yemen-al-mashtal-al-burhani-2/,Yemen Al Mashtal Al Burhani,"Haraaz, Yemen",95,Paradise Roasters,9.0,9.0,9.0,9.0,9.0,"Flavor-saturated, vibrantly aromatic. Pomegranate, clove, date, rosewood, tangerine zest in aroma and cup. Deeply sweet structure with balanced, fruit-toned acidity; satiny-smooth mouthfeel. Complex, sweet-tart finish, balanced and long.","Produced at Mashtal Al Burhani Farm, from trees of the Tuffahi, Dawairi, Jaadi, and various other heirloom varieties of Arabica, and processed by the natural method (dried in the whole fruit). Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","An impressive, intensely aromatic Yemen cup with both sweet and tart fruit notes and an integrated aromatic wood throughline that result in a lively, integrated cup profile.","9.0,9.0,9.0,9.0,9.0"
